"" ,"frames_scrubbed" ,"frames_OK" ,"FD" ,"FD_scrubbed"
"subject1_session1_motor" ,13.000000000000000 ,17.000000000000000 ,0.198298237318623 ,0.142135206171695
"subject2_session1_motor" ,8.000000000000000 ,22.000000000000000 ,0.254559196788689 ,0.216461149354776
