"" ,"K" ,"L" ,"S"
 ,5.000000000000000 ,4.000000000000000 ,4.000000000000000
 ,5.000000000000000 ,6.000000000000000 ,5.000000000000000
 ,10.000000000000000 ,10.000000000000000 ,14.000000000000000
